,client_id,frequency,avg_pagetime,avg_unique_pageviews,transactions,goal2_completions,goal3_completions,goal4_completions,month,date,hour,minute,os,medium,channel,region,browser,device_category,stage,prev_stage1,prev_stage2,prev_stage3,ground_truth
6008,GA1164652700.1595241872,14,3.0,2.5,0,7,0,0,7,20,3,45,iOS,referral,Social,Ontario,Safari (in-app),tablet,Normal,Buyer,Hesistant,Hesistant,Hesistant Customer
6009,GA1150483780.1589232861,10,6.2,1.4,0,0,0,0,6,30,19,39,Android,referral,Social,Nova Scotia,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
6010,GA1108155978.1599612821,59,14.711864406779661,1.1864406779661016,0,0,0,0,9,8,18,54,Android,organic,Organic Search,Ontario,Chrome,mobile,Window,Window,Normal,Window,Hesistant Customer
6011,GA1142339691.1596456315,2,0.0,1.0,0,0,0,0,8,3,5,5,Linux,(none),Direct,(not set),Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6012,GA1085078987.1591839361,6,14.0,1.6666666666666667,0,0,0,0,6,10,18,39,iOS,(none),Direct,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6013,GA1003713764.1591473796,2,4.0,2.0,0,0,0,0,6,6,13,3,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6014,GA1197951777.1592093193,2,0.0,1.0,0,0,0,0,6,13,17,6,iOS,cpc,Display,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6015,GA1113163654.1591217856,8,7.5,2.25,0,0,0,0,6,3,14,0,iOS,cpc,Paid Search,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6016,GA1136522982.1592415720,15,17.2,2.2,0,0,0,0,6,17,10,51,Windows,organic,Organic Search,Quebec,Internet Explorer,desktop,Window,Window,Normal,Window,Hesistant Customer
6017,GA1162322539.1594251974,2,4.0,1.0,0,0,0,0,7,8,16,46,iOS,organic,Organic Search,Nova Scotia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6018,GA1049185328.1591966834,8,117.75,1.0,0,0,0,0,6,12,6,26,Windows,(none),Direct,Rabat-Sale-Kenitra,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6019,GA1191675209.1591881562,6,41.666666666666664,0.6666666666666666,0,0,0,0,6,13,4,55,Macintosh,(none),Direct,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6020,GA1171715787.1592694842,2,2.0,1.0,0,0,0,0,6,20,16,14,Windows,(none),Direct,(not set),Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6021,GA1186365502.1592965799,2,3.0,1.0,0,0,0,0,6,23,19,29,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6022,GA1090398768.1591094452,2,0.0,1.0,0,0,0,0,6,2,3,40,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6023,GA1156047328.1597869035,16,7.125,2.125,0,0,0,0,8,19,13,37,iOS,(none),Direct,Illinois,Safari,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6024,GA1022213901.1598752421,4,12.5,2.5,0,0,0,0,8,29,18,54,iOS,(none),Direct,Nova Scotia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6025,GA1167215168.1591658797,2,2.0,1.0,0,0,0,0,6,8,16,26,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6026,GA1197645070.1598554856,4,4.0,2.0,0,0,0,0,8,27,12,1,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6027,GA1082417394.1591884039,21,13.428571428571429,1.1428571428571428,0,0,0,0,6,11,7,6,iOS,cpc,Paid Search,Quebec,Safari,mobile,Window,Window,Normal,Window,Hesistant Customer
6028,GA1031475084.1595336726,10,53.8,1.4,0,0,0,0,8,25,14,15,Macintosh,referral,Social,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6029,GA1087654378.1597454709,2,4.0,2.0,0,0,0,0,8,14,18,25,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6030,GA1191123512.1590422188,20,4.6,2.0,0,0,0,0,6,1,19,44,iOS,organic,Organic Search,Nova Scotia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6031,GA1142572453.1598294464,83,17.180722891566266,2.6506024096385543,0,7,0,0,8,24,12,31,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Buyer,Hesistant,Hesistant,Hesistant Customer
6032,GA1177027117.1592505183,14,5.428571428571429,2.857142857142857,0,0,0,0,6,18,11,39,Windows,cpc,Paid Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
6033,GA1053655708.1594940153,2,0.0,1.0,0,0,0,0,7,16,15,55,iOS,organic,Organic Search,North Denmark Region,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6034,GA1121955892.1573316552,22,6.636363636363637,2.5454545454545454,0,0,0,0,6,27,10,5,Windows,organic,Organic Search,Newfoundland and Labrador,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
6035,GA1153154987.1597809616,4,4.0,3.0,0,0,0,0,8,18,21,1,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
6036,GA1167579445.1591282695,2,1.0,1.0,0,0,0,0,6,4,7,58,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6037,GA1097886928.1591319311,14,9.428571428571429,1.2857142857142858,0,0,0,0,6,14,17,26,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6038,GA1017909791.1595880073,2,0.0,1.0,0,0,0,0,7,27,13,1,iOS,cpc,Paid Search,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6039,GA1228988845.1598907836,34,3.323529411764706,2.588235294117647,0,10,10,0,9,1,6,42,Windows,organic,Organic Search,Quebec,Internet Explorer,desktop,Window,Buyer,Hesistant,Hesistant,Hesistant Customer
6040,GA1114675437.1599343108,30,6.6,2.2,0,0,0,0,9,5,16,29,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6041,GA1154450082.1590978573,6,14.333333333333334,1.0,0,0,0,0,5,31,19,31,iOS,organic,Organic Search,Quebec,Chrome,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6042,GA1153646705.1598927083,6,8.0,1.0,0,0,0,0,8,31,19,26,Windows,organic,Organic Search,Alberta,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6043,GA1079328218.1596564014,4,4.0,1.0,0,0,0,0,8,4,11,1,iOS,cpc,Display,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
6044,GA1105003327.1597857490,6,4.0,2.3333333333333335,0,0,0,0,8,19,10,20,Windows,cpc,Paid Search,British Columbia,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
6045,GA1058503117.1591881506,4,12.0,1.0,0,0,0,0,6,11,6,19,Windows,(none),Direct,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6046,GA1027746856.1593865314,4,6.0,0.5,0,0,0,0,7,4,5,22,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6047,GA1111017122.1591023829,2,2.0,1.0,0,0,0,0,6,1,8,3,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6048,GA1172290336.1591823055,6,7.333333333333333,1.6666666666666667,0,0,0,0,6,10,14,6,Android,cpc,Paid Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
6049,GA1067457403.1594407525,27,3.6666666666666665,1.0,0,9,0,0,7,10,12,0,Windows,organic,Organic Search,Massachusetts,Chrome,desktop,Window,Buyer,Hesistant,Hesistant,Hesistant Customer
6050,GA1086029946.1593725564,20,8.7,2.0,0,0,0,0,7,2,14,41,iOS,(none),Direct,Newfoundland and Labrador,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6051,GA1172248455.1592756540,2,46.0,1.0,0,0,0,0,6,21,9,22,Android,cpc,Display,(not set),Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
6052,GA1056124544.1593237300,4,9.5,2.5,0,0,0,0,6,26,22,56,Android,(none),Direct,Alberta,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6053,GA1088333621.1597090746,2,1.0,1.0,0,0,0,0,8,10,13,19,Macintosh,organic,Organic Search,North Rhine-Westphalia,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6054,GA1207946312.1598453992,10,7.4,1.4,0,0,0,0,8,26,13,24,iOS,organic,Organic Search,New Brunswick,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6055,GA1049409732.1591902697,2,2.0,1.0,0,0,0,0,6,11,12,11,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6056,GA1170477693.1591133175,18,12.11111111111111,1.2222222222222223,0,0,0,0,6,2,13,35,Android,(none),Direct,Quebec,Chrome,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6057,GA115098063.1591143571,4,9.5,1.0,0,0,0,0,6,2,17,20,Android,referral,Social,Quebec,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
6058,GA116489846.1598732877,26,13.615384615384615,1.1153846153846154,0,0,0,0,8,29,13,40,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Window,Window,Hesistant Customer
6059,GA1057013129.1598269420,2,0.0,1.0,0,0,0,0,8,24,4,43,iOS,(none),Direct,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6060,GA1096467202.1591645749,4,6.5,2.0,0,0,0,0,6,8,12,50,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
6061,GA1151318567.1596916618,16,7.75,2.25,0,0,0,0,8,8,13,4,Android,cpc,Paid Search,British Columbia,Chrome,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6062,GA122391193.1588212852,22,5.818181818181818,2.090909090909091,0,0,0,0,7,28,14,5,iOS,(none),Direct,Ontario,Safari (in-app),mobile,Window,Window,Normal,Window,Window Shoppers
6063,GA1116587498.1592227750,2,1.0,1.0,0,0,0,0,6,15,6,29,Android,cpc,Display,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
6064,GA1145605134.1590840851,2,1.0,1.0,0,0,0,0,5,30,5,14,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6065,GA1136889276.1592829660,2,4.0,4.0,0,0,0,0,6,22,5,41,Windows,organic,Organic Search,Nova Scotia,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6066,GA120201955.1598214675,2,1.0,1.0,0,0,0,0,8,23,13,31,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
6067,GA1147119214.1591050121,6,7.666666666666667,1.6666666666666667,0,0,0,0,6,1,15,24,Macintosh,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6068,GA1134382492.1571440179,6,4.0,1.6666666666666667,0,0,0,0,7,27,11,58,Macintosh,organic,Organic Search,New Brunswick,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6069,GA1140048905.1595216405,16,10.625,1.25,0,0,0,0,7,19,20,47,iOS,cpc,Paid Search,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6070,GA1183697493.1591360232,3,1.0,1.0,0,0,0,0,6,5,5,30,iOS,(none),Direct,Quebec,Safari,mobile,Window,Window,Normal,Normal,Other Customers
6071,GA1226588015.1592204917,8,4.75,2.5,0,0,0,0,6,15,0,11,Windows,referral,Social,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
6072,GA1044085783.1598561454,10,19.6,1.8,0,0,0,0,8,27,13,56,Windows,organic,Organic Search,Alberta,Edge,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6073,GA1008461730.1595009519,4,4.5,1.0,0,0,0,0,7,17,11,12,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
6074,GA1196647140.1595818689,3,1.0,1.0,0,0,0,0,7,26,19,58,iOS,(none),Direct,Alberta,Safari,mobile,Window,Window,Normal,Normal,Other Customers
6075,GA1115538204.1595622380,2,4.0,1.0,0,0,0,0,7,24,13,26,Windows,(none),Direct,Western Cape,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6076,GA1009803223.1597605606,21,31.0,1.0,0,0,0,0,8,16,11,37,Windows,organic,Organic Search,Michigan,Firefox,desktop,Window,Window,Normal,Window,Hesistant Customer
6077,GA1171072130.1597979083,6,4.0,1.6666666666666667,0,0,0,0,8,20,20,6,Macintosh,organic,Organic Search,Alberta,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6078,GA1070701238.1598655326,14,16.142857142857142,1.2857142857142858,0,0,0,0,8,28,16,38,Android,organic,Organic Search,Quebec,Chrome,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6079,GA1046707795.1597193325,2,2.0,1.0,0,0,0,0,8,11,17,48,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6080,GA113533000.1599705112,4,3.5,2.0,0,0,0,0,9,9,19,32,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6081,GA1157998077.1593859224,297,11.703703703703704,2.2693602693602695,10,19,10,10,7,19,9,23,iOS,cpc,Paid Search,Ontario,Safari,mobile,Window,Buyer,Hesistant,Hesistant,Immediate Buyer
6082,GA1066274219.1593696736,2,1.0,1.0,0,0,0,0,7,2,6,32,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6083,GA1087317725.1599162210,24,11.833333333333334,1.0833333333333333,0,0,0,0,9,3,13,50,Windows,organic,Organic Search,Quebec,Firefox,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6084,GA1027093610.1591410722,2,10.0,1.0,0,0,0,0,6,5,19,31,iOS,(none),Direct,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
6085,GA1097248144.1598917619,10,6.8,1.6,0,0,0,0,8,31,16,50,Macintosh,cpc,Paid Search,Alberta,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6086,GA1164020010.1592329021,2,0.0,1.0,0,0,0,0,6,16,10,37,iOS,cpc,Display,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6087,GA1145393313.1591544369,42,11.333333333333334,1.5,0,7,0,0,6,7,8,44,Android,(none),Direct,Quebec,Chrome,tablet,Normal,Buyer,Hesistant,Hesistant,Hesistant Customer
6088,GA117465060.1597864010,6,4.0,1.6666666666666667,0,0,0,0,8,19,12,8,Android,organic,Organic Search,Manitoba,Chrome,tablet,Normal,Normal,Normal,Normal,Other Customers
6089,GA1003551168.1595722751,8,11.5,1.75,0,0,0,0,7,25,17,22,iOS,organic,Organic Search,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6090,GA1087042536.1595771341,10,5.6,1.6,0,0,0,0,7,26,6,53,Android,cpc,Paid Search,Alberta,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
6091,GA1017174275.1591977960,4,4.5,1.5,0,0,0,0,6,12,9,6,iOS,cpc,Paid Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6092,GA1008747318.1591969739,2,2.0,1.0,0,0,0,0,6,12,6,48,Macintosh,(none),Direct,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6093,GA1205542123.1591386524,4,3.5,1.0,0,0,0,0,6,5,12,49,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6094,GA1068904502.1595463878,2,1.0,1.0,0,0,0,0,7,22,17,24,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6095,GA1097444953.1595835488,4,4.5,1.5,0,0,0,0,7,27,0,39,iOS,referral,Social,Nova Scotia,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
6096,GA107355303.1591221282,4,7.0,2.0,0,0,0,0,6,3,14,55,iOS,cpc,Paid Search,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
6097,GA1073818098.1595524288,27,10.333333333333334,1.2222222222222223,0,0,0,0,7,23,10,19,iOS,cpc,Display,Quebec,Safari,mobile,Window,Window,Normal,Window,Hesistant Customer
6098,GA1110655579.1592224862,2,15.0,1.0,0,0,0,0,6,15,5,41,iOS,cpc,Display,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6099,GA114534080.1596674145,2,11.0,1.0,0,0,0,0,8,5,17,35,iOS,referral,Social,(not set),Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6100,GA1194573355.1594486247,2,5.0,1.0,0,0,0,0,7,11,9,50,Android,(none),Direct,Hawalli Governorate,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
6101,GA1003847472.1592686752,2,1.0,2.0,0,0,0,0,6,20,13,59,iOS,(none),Direct,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6102,GA1012032801.1597950198,2,1.0,2.0,0,0,0,0,8,20,12,3,Windows,cpc,Paid Search,Quebec,Edge,desktop,Normal,Normal,Normal,Normal,Other Customers
6103,GA1161535391.1592694726,6,1.3333333333333333,2.0,0,0,0,0,6,22,7,8,iOS,referral,Referral,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6104,GA1139617097.1592947767,2,1.0,1.0,0,0,0,0,6,23,14,29,iOS,cpc,Display,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
6105,GA1097074641.1595966087,65,14.8,1.2153846153846153,0,0,0,0,7,28,13,23,iOS,cpc,Paid Search,Ontario,Safari,tablet,Normal,Normal,Window,Window,Hesistant Customer
6106,GA122626758.1585418151,8,15.0,1.5,0,0,0,0,7,18,10,9,Windows,(none),Direct,Ontario,Edge,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6107,GA1054833996.1596835565,6,4.333333333333333,3.6666666666666665,0,0,0,0,8,7,14,28,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6108,GA1042157701.1593536094,2,0.0,1.0,0,0,0,0,6,30,9,54,iOS,(none),Direct,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6109,GA1126278427.1593282471,40,30.55,1.15,0,0,0,0,6,27,12,2,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6110,GA1213614580.1597775551,12,301.5,1.0,0,0,0,0,8,18,12,7,iOS,(none),Direct,Kansas,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6111,GA1119513527.1599025629,8,17.25,1.0,0,0,0,0,9,2,10,38,iOS,organic,Organic Search,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6112,GA1109934011.1595327369,2,1.0,1.0,0,0,0,0,7,21,3,29,iOS,referral,Social,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
6113,GA1028807621.1594685212,20,10.9,1.8,0,0,0,0,7,13,17,15,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6114,GA1075286551.1591650911,18,8.777777777777779,2.2222222222222223,0,0,0,0,6,8,14,23,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6115,GA101926694.1597549281,4,2.0,2.0,0,0,0,0,8,15,20,42,iOS,organic,Organic Search,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6116,GA1036780356.1574779100,4,4.5,1.5,0,0,0,0,9,7,19,3,iOS,cpc,Paid Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
6117,GA1031891855.1591482240,12,19.333333333333332,1.1666666666666667,0,0,0,0,6,14,15,56,iOS,referral,Social,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6118,GA1114983046.1595377027,2,4.0,3.0,0,0,0,0,7,21,17,17,Windows,cpc,Paid Search,Ontario,Edge,desktop,Normal,Normal,Normal,Normal,Other Customers
6119,GA1067978283.1592152833,2,0.0,1.0,0,0,0,0,6,14,9,40,iOS,referral,Social,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
6120,GA1189019541.1592865599,10,9.0,1.2,0,0,0,0,6,22,15,43,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6121,GA1087662277.1596824108,10,4.2,3.8,0,0,0,0,8,7,11,19,Windows,cpc,Paid Search,British Columbia,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
6122,GA1107053328.1589953923,12,16.166666666666668,1.3333333333333333,0,0,0,0,7,5,9,23,Android,referral,Social,British Columbia,Android Webview,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6123,GA1186156030.1592050936,6,12.0,0.6666666666666666,0,0,0,0,6,13,5,24,iOS,organic,Organic Search,Nova Scotia,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6124,GA1210641592.1592011499,6,8.666666666666666,1.0,0,0,0,0,6,12,18,26,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6125,GA1161633496.1597151787,4,10.5,1.5,0,0,0,0,8,11,6,17,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6126,GA11497250.1592420098,6,2.0,1.0,0,0,0,0,6,17,11,55,Windows,organic,Organic Search,Alberta,Chrome,desktop,Window,Window,Normal,Window,Other Customers
6127,GA1078218739.1591141846,2,1.0,1.0,0,0,0,0,6,2,16,50,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6128,GA110512033.1597242443,24,8.333333333333334,1.5833333333333333,0,0,0,0,8,28,5,19,Windows,organic,Organic Search,Quebec,Edge,desktop,Normal,Normal,Normal,Normal,Other Customers
6129,GA1106222510.1589313765,16,8.25,1.875,0,0,0,0,6,24,17,28,Windows,(none),Direct,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6130,GA1109489925.1558643940,6,19.0,1.0,0,0,0,0,6,16,11,26,iOS,referral,Social,Ontario,Safari (in-app),tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6131,GA1068237959.1591055636,14,10.714285714285714,1.1428571428571428,0,0,0,0,6,3,9,37,iOS,(none),Direct,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6132,GA1106847048.1594224568,45,7.0,1.5555555555555556,0,0,0,0,7,8,9,17,iOS,(none),Direct,Ontario,Safari,mobile,Window,Hesistant,Normal,Hesistant,Other Customers
6133,GA1195079608.1592093918,4,1.5,1.0,0,0,0,0,6,13,17,54,Android,cpc,Display,Quebec,Amazon Silk,tablet,Normal,Normal,Normal,Normal,Other Customers
6134,GA1186129684.1593597842,2,2.0,1.0,0,0,0,0,7,1,3,4,iOS,organic,Organic Search,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
6135,GA1179073942.1595878984,2,8.0,3.0,0,0,0,0,7,27,12,43,iOS,(none),Direct,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6136,GA1066485864.1598711148,10,14.4,0.8,0,0,0,0,8,29,7,29,Android,organic,Organic Search,Alberta,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6137,GA1225746570.1599445123,20,5.7,1.75,0,0,0,0,9,7,10,17,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Window,Window,Other Customers
6138,GA1198119999.1598974556,2,0.0,1.0,0,0,0,0,9,1,8,35,iOS,(none),Direct,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
6139,GA1049364128.1598154768,8,4.25,2.25,0,0,0,0,8,22,20,55,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6140,GA1003677397.1595687194,6,25.666666666666668,1.0,0,0,0,0,7,25,7,37,Android,cpc,Paid Search,Newfoundland and Labrador,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
6141,GA1043488424.1591235919,2,1.0,1.0,0,0,0,0,6,3,18,58,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6142,GA1094288444.1591655230,2,59.0,1.0,0,0,0,0,6,8,15,27,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
6143,GA1180116464.1590773737,2,2.0,1.0,0,0,0,0,5,29,10,35,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6144,GA1071024912.1592152600,6,12.333333333333334,1.0,0,0,0,0,6,14,9,35,Windows,organic,Organic Search,Quebec,Firefox,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6145,GA1175665390.1590945779,2,2.0,1.0,0,0,0,0,5,31,10,22,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6146,GA110242338.1595285887,6,4.0,1.6666666666666667,0,0,0,0,7,20,16,0,Windows,cpc,Paid Search,British Columbia,Internet Explorer,desktop,Normal,Normal,Normal,Normal,Other Customers
6147,GA1205226776.1596327117,2,12.0,1.0,0,0,0,0,8,1,17,11,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6148,GA1078177877.1599586561,87,3.896551724137931,2.3563218390804597,0,9,0,0,9,9,10,32,Windows,cpc,Paid Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
6149,GA1055118315.1591730308,6,5.0,2.0,0,0,0,0,6,9,12,19,Windows,referral,Social,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6150,GA1128744503.1595722104,4,6.5,1.0,0,0,0,0,7,25,17,9,Android,cpc,Paid Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
6151,GA1035041460.1595947309,2,1.0,3.0,0,0,0,0,7,28,7,41,Windows,organic,Organic Search,British Columbia,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
6152,GA1102562147.1598749644,6,4.0,2.3333333333333335,0,0,0,0,8,29,18,9,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Window Shoppers
6153,GA117025117.1596261882,8,10.5,1.25,0,0,0,0,7,31,23,7,iOS,referral,Social,Ontario,Safari (in-app),tablet,Normal,Normal,Normal,Normal,Hesistant Customer
6154,GA1191067590.1591754207,6,5.0,2.0,0,0,0,0,6,9,18,58,Android,(none),Direct,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
6155,GA1154070147.1591988303,2,1.0,1.0,0,0,0,0,6,12,11,58,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
6156,GA1228920336.1597154386,12,9.5,1.5,0,0,0,0,8,11,7,2,iOS,(none),Direct,Ontario,Safari,mobile,Window,Window,Normal,Window,Hesistant Customer
6157,GA1222011721.1597693656,41,29.5609756097561,1.4878048780487805,0,0,0,0,9,7,6,59,Android,(none),Direct,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
